GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(캜),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(?,GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(캜),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Mar 03 11:47:19 EST 2014,03-Mar-2014 11:47:20.400,-79.9987634,40.42995943,16.0,3.0,230.0,207.7,-9.53,-0.85,1.35,0,-0.02,-0.09,-0.97,0.04,25.47,-,997.58,-818.72,-,90,22.75,-101.7,1161,0.81,0.32,0.01,0.21,230,3.91,-,3,-5.47,207.7,8,-,4.04,-7,-,-,7.39,1538.47,-,-,12.58,7.95,35.53,-,892,722.26,170.03,55,-,-,-,-,328.3,-,-,-,17.65
Mon Mar 03 11:47:21 EST 2014,03-Mar-2014 11:47:22.394,-79.99890935,40.4297498,12.75,3.0,229.0,207.9,-9.12,-0.65,1.08,-0.04,0.06,-0.06,-1.05,-0.02,25.5,-,997.58,-818.73,-,91,30.98,-101.71,973,0.81,0.32,0.01,0.21,229,3.12,-,3,-1.56,207.9,7.3,-,3.98,-8,-,-,7.42,1538.5,-,-,12.58,7.95,35.53,-,894,724.21,170.03,44,-,-,-,-,327.41,-,-,-,17.65
Mon Mar 03 11:47:23 EST 2014,03-Mar-2014 11:47:24.409,-79.99903285,40.42956751,10.5,3.0,230.0,208.8,-9.51,-0.64,1.47,0,0,-0.03,-0.99,0.08,25.52,-,997.57,-818.75,-,91,26.67,-101.71,1182.5,0.81,0.44,0.01,0.21,230,5.47,-,3,-3.12,208.8,7.3,-,5.42,-8,-,-,7.44,1538.52,-,-,12.58,7.95,35.53,-,896,726.23,170.03,35,-,-,-,-,326.71,-,-,-,17.65
Mon Mar 03 11:47:25 EST 2014,03-Mar-2014 11:47:26.441,-79.99912541,40.42945122,6.5,3.0,229.0,210.7,-9.71,-0.35,1.52,0.02,-0,-0.02,-0.98,0.07,25.51,-,997.64,-818.77,-,91,28.24,-101.71,833,0.81,0.32,0.01,0.21,229,8.59,-,3,0.78,210.7,11.5,-,4.04,-7,-,-,7.45,1538.53,-,-,12.58,7.95,35.53,-,898,728.25,170.03,20,-,-,-,-,325.98,-,-,-,17.65
Mon Mar 03 11:47:28 EST 2014,03-Mar-2014 11:47:28.496,-79.9991718,40.42937779,1.0,3.0,228.0,214.0,-9.87,-0.47,0.63,0.03,-0.02,-0.04,-0.97,-0,25.48,-,997.66,-818.79,-,91,31.37,-101.71,689.5,0.81,0.27,0,0.21,228,9.38,-,3,0.78,214,9.2,-,3.37,-8,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,900,730.5,170.03,7,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:30 EST 2014,03-Mar-2014 11:47:30.485,-79.99917471,40.42937761,0.0,3.0,227.0,0.0,-10.16,-0.55,-0.57,0.06,0.01,-0.03,-1.01,-0.15,25.43,-,997.68,-818.8,-,92,31.37,-101.71,701.25,0.81,0.27,0,0.21,227,9.38,-,3,1.56,0,3.6,-,3.32,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,902,731.16,171.31,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:31 EST 2014,03-Mar-2014 11:47:32.418,-79.99918009,40.42937995,0.0,3.0,226.0,0.0,-9.34,-0.32,-0.28,-0.03,0.03,-0.05,-1.03,-0.16,25.38,-,997.69,-818.8,-,92,31.37,-101.71,713.75,0.81,0.27,0,0.21,226,9.38,-,3,0,0,0,-,3.32,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,904,731.16,173.14,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:33 EST 2014,03-Mar-2014 11:47:34.458,-79.99917845,40.42938061,0.0,3.0,226.0,0.0,-9.46,-0.34,-0.31,-0.02,-0.01,-0.05,-0.96,-0.13,25.33,-,997.69,-818.81,-,92,31.37,-101.71,697,0.81,0.27,0,0.21,226,9.38,-,3,-2.34,0,0,-,3.37,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,906,731.16,175.14,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:36 EST 2014,03-Mar-2014 11:47:36.473,-79.99917434,40.42937845,0.0,3.0,224.0,0.0,-9.73,-0.42,-0.46,0.01,-0.04,-0.03,-0.96,-0.14,25.28,-,997.65,-818.82,-,92,31.37,-101.71,693,0.82,0.27,0,0.21,224,9.38,-,3,-3.12,0,0,-,3.32,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,908,731.16,177.34,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:38 EST 2014,03-Mar-2014 11:47:38.507,-79.99917004,40.42937225,0.0,3.0,224.0,0.0,-9.77,-0.44,-0.47,0.02,-0.01,-0.03,-0.99,-0.16,25.23,-,997.71,-818.82,-,92,31.37,-101.72,691.25,0.82,0.26,0,0.21,224,9.38,-,3,0.78,0,0,-,3.26,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,910,731.16,179.41,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:39 EST 2014,03-Mar-2014 11:47:40.490,-79.99916771,40.42937151,0.0,3.0,224.0,0.0,-9.29,-0.28,-0.33,-0.03,0,-0.05,-1,-0.14,25.19,-,997.67,-818.83,-,92,31.37,-101.72,678.75,0.82,0.26,0,0.21,224,9.38,-,3,-3.12,0,0,-,3.26,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,912,731.16,181.17,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:41 EST 2014,03-Mar-2014 11:47:42.467,-79.99916592,40.42936958,0.0,3.0,224.0,0.0,-9.74,-0.52,-0.51,0.01,-0.01,-0.04,-0.99,-0.13,25.14,-,997.64,-818.84,-,92,31.37,-101.72,707,0.82,0.27,0,0.21,224,9.38,-,3,-2.34,0,0,-,3.32,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,914,731.16,183.19,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:43 EST 2014,03-Mar-2014 11:47:44.425,-79.99916606,40.42936873,0.0,3.0,225.0,0.0,-9.5,-0.36,-0.3,-0,-0.03,-0.03,-0.97,-0.14,25.09,-,997.71,-818.85,-,92,31.37,-101.72,713.75,0.82,0.27,0,0.21,225,9.38,-,3,-3.12,0,0,-,3.32,-7,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,916,731.16,185.11,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:45 EST 2014,03-Mar-2014 11:47:46.460,-79.99916596,40.42936861,0.0,3.0,225.0,0.0,-9.42,-0.46,-0.36,-0.02,-0.04,-0.03,-0.96,-0.13,25.04,-,997.68,-818.86,-,92,31.37,-101.72,716.25,0.82,0.27,0,0.21,225,9.38,-,3,1.56,0,0,-,3.37,-6,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,918,731.16,187.11,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:47 EST 2014,03-Mar-2014 11:47:48.421,-79.99916586,40.42936857,0.0,3.0,225.0,0.0,-9.7,-0.42,-0.52,0.01,-0.03,-0.03,-0.97,-0.13,25,-,997.61,-818.86,-,92,31.37,-101.72,700.75,0.82,0.27,0,0.21,225,9.38,-,3,0,0,0,-,3.37,-6,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,920,731.16,189.14,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:49 EST 2014,03-Mar-2014 11:47:50.471,-79.99916574,40.42936836,0.0,4.0,225.0,0.0,-9.26,-0.45,-0.99,-0.03,0.05,-0.05,-1.04,-0.23,24.95,-,997.7,-818.87,-,91,31.37,-101.72,694.25,0.82,0.27,0,0.21,225,8.59,-,4,-3.12,0,0,-,3.37,-6,-,-,7.46,1538.54,-,-,12.58,7.95,35.53,-,922,731.16,191.15,0,-,-,-,-,325.43,-,-,-,17.65
Mon Mar 03 11:47:52 EST 2014,03-Mar-2014 11:47:52.513,-79.9991863,40.4293354,3.0,4.0,225.0,213.2,-10.74,-0.34,-3.05,0.16,-0.03,-0.02,-0.94,-0.35,24.91,-,997.69,-818.9,-,91,72.16,-101.73,1286,0.82,0.91,0.02,0.22,225,-0.78,-,4,0.78,213.5,5,-,11.35,-6,-,-,7.46,1538.54,1.34,1.8,12.58,7.95,35.53,9.96,924,732.36,191.98,5,-,-,-,-,325.43,-,-,-,31.37
Mon Mar 03 11:47:54 EST 2014,03-Mar-2014 11:47:54.520,-79.99926843,40.42923578,7.25,3.0,225.0,213.3,-10.47,-0.41,-2.44,0.12,-0.03,-0.05,-0.94,-0.34,24.91,-,997.69,-818.98,-,90,68.63,-101.74,2269.5,0.83,2.51,0.04,0.22,225,-0.78,-,3,3.91,213.3,12.2,-,31.28,-6,-,-,7.47,1538.55,21.38,28.67,12.58,7.95,35.53,89.95,926,734.6,191.98,23,-,-,-,-,325.43,-,-,-,35.69
Mon Mar 03 11:47:56 EST 2014,03-Mar-2014 11:47:56.633,-79.99940226,40.42909883,9.75,4.0,223.0,215.4,-10.52,-1.23,-2.19,0.12,-0,-0.18,-0.96,-0.3,24.93,-,997.68,-819.07,-,89,76.86,-101.75,2233,0.83,3.04,0.05,0.22,223,-0.78,-,4,1.56,215.4,7.9,-,37.87,-5,-,-,7.49,1538.57,19.75,26.48,12.58,7.95,35.53,84.44,928,736.62,191.98,34,-,-,-,-,329.69,-,-,-,38.04
Mon Mar 03 11:47:58 EST 2014,03-Mar-2014 11:47:58.743,-79.99954874,40.42890737,11.75,5.0,225.0,211.4,-9.29,0.01,-1.92,-0.01,0.09,-0.13,-1.05,-0.37,24.96,-,997.52,-819.18,-,87,75.69,-101.76,2602.75,0.84,3.54,0.06,0.22,225,-0.78,-,5,2.34,211.4,1.8,-,44.07,-5,-,-,7.51,1538.59,26.07,34.96,12.58,7.95,35.53,95.65,930,738.61,191.98,45,-,-,-,-,332.79,-,-,-,38.82
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:00.910,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.88,-0.35,-0.68,-0.07,-0.11,-0.05,-0.86,-0.32,25.02,-,997.42,-819.28,-,85,81.57,-101.78,2319,0.85,3.33,0.06,0.22,224,-0.78,-,10,3.12,212.3,11.8,-,41.47,-6,-,-,7.54,1538.62,27.51,36.89,12.58,7.95,35.53,113.26,932,740.72,191.98,55,-,-,-,-,334.65,-,-,-,39.22
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:02.950,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.1,-0.71,-2.03,0.07,0.09,-0.07,-1.07,-0.31,25.09,-,997.36,-819.4,-,85,78.43,-101.79,2455.75,0.86,3.57,0.06,0.22,224,-0.78,-,10,0.78,212.3,19.8,-,44.46,-6,-,-,7.57,1538.65,25.68,34.44,12.58,7.95,35.53,99.86,934,742.8,191.98,63,-,-,-,-,336.14,-,-,-,38.04
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:04.969,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-11.02,-0.45,-2.26,0.17,-0.05,-0.06,-0.94,-0.21,25.17,-,997.33,-819.5,-,85,74.51,-101.81,2543,0.86,3.41,0.06,0.23,224,-0.78,-,10,2.34,212.3,24.8,-,42.46,-7,-,-,7.61,1538.69,18.46,24.75,12.58,7.95,35.53,69.31,936,744.79,191.98,68,-,-,-,-,337.19,-,-,-,36.08
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:06.891,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.51,0.18,-1.06,-0.11,-0.12,0.02,-0.87,-0.21,25.26,-,997.13,-819.59,-,86,90.2,-101.82,1745.75,0.87,2.89,0.05,0.23,224,-0.78,-,10,-3.12,212.3,29.8,-,35.93,-7,-,-,7.65,1538.73,19.52,26.18,12.58,7.95,35.53,106.77,938,746.79,191.98,73,-,-,-,-,337.76,-,-,-,36.08
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:08.939,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.09,0.58,-1.48,-0.04,0.02,0.03,-1,-0.27,25.35,-,997.18,-819.65,-,87,89.41,-101.83,1656.5,0.88,2.39,0.04,0.23,224,-0.78,-,10,1.56,212.3,33.8,-,29.67,-7,-,-,7.69,1538.77,16.9,22.66,12.58,7.95,35.53,97.41,940,748.79,191.98,77,-,-,-,-,337.95,-,-,-,36.47
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:10.946,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.57,0.18,-0.85,-0,0.06,-0.06,-1.03,-0.35,25.45,-,997.07,-819.73,-,88,83.14,-101.84,1736,0.88,2.38,0.04,0.23,224,0,-,10,1.56,212.3,36.8,-,29.56,-7,-,-,7.73,1538.81,12.78,17.14,12.58,7.95,35.53,70.29,942,750.83,191.98,80,-,-,-,-,338.06,-,-,-,30.59
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:12.995,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.17,-0.17,-2.36,0.08,0.19,-0.01,-1.18,-0.24,25.56,-,997.31,-819.79,-,89,70.59,-101.84,1790.75,0.88,2.09,0.03,0.23,224,0,-,10,-0.78,212.3,39.8,-,25.96,-7,-,-,7.78,1538.86,13.1,17.56,12.58,7.95,35.53,69.83,944,752.88,191.98,83,-,-,-,-,337.98,-,-,-,28.63
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:15.055,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.6,-0.18,-1.91,0.12,0,0.04,-1,-0.21,25.67,-,997.07,-819.85,-,90,66.67,-101.85,1824.75,0.89,2,0.03,0.23,224,0,-,10,0,212.3,40.8,-,24.86,-6,-,-,7.83,1538.91,4.42,5.93,12.58,7.95,35.53,23.13,946,754.99,191.98,84,-,-,-,-,337.82,-,-,-,28.63
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:17.001,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.06,0.53,-1.93,0.06,0,0.05,-1,-0.21,25.78,-,996.93,-819.92,-,90,70.2,-101.86,1864.75,0.89,2.2,0.04,0.23,224,-0.78,-,10,1.56,212.3,42.8,-,27.35,-6,-,-,7.87,1538.95,9.28,12.44,12.58,7.95,35.53,47.5,948,756.91,191.98,86,-,-,-,-,337.74,-,-,-,30.2
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:18.968,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.99,0.04,-1.38,0.05,0.03,0,-1.02,-0.24,25.89,-,996.9,-819.98,-,91,67.84,-101.87,1905.25,0.9,2.13,0.04,0.24,224,-0.78,-,10,0.78,212.3,44.8,-,26.52,-6,-,-,7.92,1539,9.84,13.19,12.58,7.95,35.53,49.3,950,758.87,191.98,88,-,-,-,-,337.61,-,-,-,29.41
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:20.991,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.2,0.43,-0.35,-0.14,-0.03,-0.05,-0.97,-0.15,26.01,-,996.95,-820.04,-,91,59.22,-101.88,1934,0.9,1.85,0.03,0.24,224,-0.78,-,10,-1.56,212.3,45.8,-,22.97,-6,-,-,7.97,1539.05,4.88,6.54,12.58,7.95,35.53,24.08,952,760.87,191.98,89,-,-,-,-,337.34,-,-,-,26.67
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:22.985,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.42,0.03,-0.29,-0.02,-0.06,0.03,-0.94,-0.14,26.12,-,996.81,-820.09,-,92,59.61,-101.88,1952.25,0.91,1.86,0.03,0.24,224,-0.78,-,10,-0.78,212.3,46.8,-,23.08,-6,-,-,8.02,1539.1,4.73,6.34,12.58,7.95,35.53,23.13,954,762.89,191.98,90,-,-,-,-,337.06,-,-,-,26.67
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:24.977,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.61,0.1,-0.4,-0.1,-0,0.06,-0.99,-0.2,26.24,-,996.84,-820.15,-,92,63.53,-101.89,1966.75,0.91,1.95,0.03,0.24,224,-0.78,-,10,-2.34,212.3,46.8,-,24.3,-6,-,-,8.07,1539.15,4.73,6.34,12.58,7.95,35.53,23.13,956,764.82,191.98,90,-,-,-,-,336.81,-,-,-,27.84
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:26.955,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.02,-0.34,-1.28,0.05,0.03,-0.03,-1.02,-0.23,26.36,-,996.61,-820.22,-,92,61.96,-101.9,1995,0.91,2.05,0.03,0.24,224,-0.78,-,10,1.56,212.3,47.8,-,25.47,-6,-,-,8.12,1539.2,4.85,6.51,12.58,7.95,35.53,23.24,958,766.84,191.98,91,-,-,-,-,336.61,-,-,-,27.84
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:29.037,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.87,-0.83,-1.51,0.04,0.07,-0.07,-1.05,-0.3,26.48,-,996.55,-820.28,-,92,64.71,-101.91,2014.5,0.92,2.11,0.04,0.24,224,-0.78,-,10,2.34,212.3,49.8,-,26.3,-6,-,-,8.17,1539.25,9.94,13.33,12.58,7.95,35.53,47.1,960,768.92,191.98,93,-,-,-,-,336.43,-,-,-,28.63
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:31.110,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.85,0.36,-0.03,-0.08,-0.16,-0.02,-0.84,-0.14,26.6,-,996.72,-820.35,-,92,63.92,-101.92,2039,0.92,2.13,0.04,0.24,224,-0.78,-,10,0.78,212.3,50.8,-,26.52,-6,-,-,8.22,1539.3,4.97,6.66,12.58,7.95,35.53,23.25,962,770.96,191.98,94,-,-,-,-,336.23,-,-,-,27.84
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:33.056,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.6,-0.18,-0.69,0,-0.02,-0.02,-0.98,-0.17,26.73,-,996.66,-820.41,-,92,57.25,-101.92,2062.5,0.93,1.99,0.03,0.24,224,-0.78,-,10,0.78,212.3,51.8,-,24.75,-6,-,-,8.28,1539.36,5.05,6.77,12.58,7.95,35.53,23.36,964,772.97,191.98,95,-,-,-,-,335.97,-,-,-,26.67
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:35.078,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.86,0.14,-0.87,0.03,0.04,-0.1,-1.03,-0.18,26.85,-,996.6,-820.47,-,91,57.25,-101.93,2067.75,0.93,1.94,0.03,0.24,224,-0.78,-,10,2.34,212.3,52.8,-,24.19,-6,-,-,8.33,1539.41,5.27,7.07,12.58,7.95,35.53,24.35,966,774.93,191.98,96,-,-,-,-,335.69,-,-,-,26.27
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:37.139,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-7.95,-1.18,-0.11,-0.16,-0.08,-0.01,-0.92,-0.11,26.97,-,996.85,-820.54,-,90,61.18,-101.94,2079.75,0.94,2.05,0.03,0.25,224,-0.78,-,10,0.78,212.3,52.8,-,25.47,-5,-,-,8.38,1539.47,5.27,7.07,12.58,7.95,35.53,24.35,969,777.04,191.98,96,-,-,-,-,335.44,-,-,-,27.06
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:39.115,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.7,0.89,-0.6,0.11,-0.12,0.07,-0.88,-0.11,27.1,-,996.65,-820.6,-,89,56.86,-101.95,2089.25,0.94,1.95,0.03,0.25,224,0,-,10,1.56,212.3,52.8,-,24.3,-5,-,-,8.44,1539.52,-,-,12.58,7.95,35.53,-,971,779.03,191.98,96,-,-,-,-,335.15,-,-,-,26.67
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:41.112,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.45,-0.37,-0.32,-0.12,-0.14,-0.04,-0.86,-0.13,27.22,-,996.5,-820.65,-,89,52.16,-101.95,2082.25,0.94,1.76,0.03,0.25,224,0.78,-,10,0.78,212.3,52.8,-,21.87,-5,-,-,8.49,1539.57,-,-,12.58,7.95,35.53,-,972,781.01,191.98,96,-,-,-,-,334.79,-,-,-,25.49
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:43.104,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.63,-0.58,-0.31,0,0.02,-0.12,-1.02,-0.13,27.35,-,996.64,-820.7,-,88,41.18,-101.96,2072.75,0.95,1.57,0.03,0.25,224,-1.56,-,10,0,212.3,52.8,-,19.54,-5,-,-,8.54,1539.62,-,-,12.58,7.95,35.53,-,974,783,191.98,96,-,-,-,-,334.36,-,-,-,20.39
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:45.181,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.41,-0.44,0.13,-0.02,0.04,-0.08,-1.03,-0.1,27.47,-,996.43,-820.74,-,88,23.53,-101.97,2049,0.95,1.07,0.02,0.25,224,0,-,10,-0.78,212.3,50.8,-,13.28,-5,-,-,8.6,1539.68,-,-,12.58,7.95,35.53,-,977,785.06,191.98,94,-,-,-,-,333.74,-,-,-,17.65
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:47.233,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.44,-1.2,-1.16,0.1,0.04,-0.02,-1.04,-0.15,27.58,-,996.28,-820.77,-,87,44.71,-101.97,2098,0.95,0.94,0.02,0.25,224,-1.56,-,10,5.47,212.3,48.8,-,11.73,-5,-,-,8.65,1539.73,-,-,12.58,7.95,35.53,-,979,787.09,191.98,92,-,-,-,-,333.08,-,-,-,23.53
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:49.342,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.66,0.62,-0.28,0.01,-0.2,-0.03,-0.8,-0,27.69,-,996.51,-820.82,-,87,30.98,-101.97,2102.5,0.95,1.26,0.02,0.25,224,-0.78,-,10,-4.69,212.3,47.8,-,15.72,-5,-,-,8.7,1539.78,-,-,12.58,7.95,35.53,-,981,789.19,191.98,91,-,-,-,-,332.56,-,-,-,23.14
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:51.518,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.43,0.42,0.09,-0.02,-0.07,-0.09,-0.93,-0.09,27.8,-,996.63,-820.88,-,87,37.65,-101.98,2142,0.96,1.65,0.03,0.25,224,0,-,10,0,212.3,46.8,-,20.48,-4,-,-,8.76,1539.84,-,-,12.58,7.95,35.53,-,983,791.27,191.98,90,-,-,-,-,332.2,-,-,-,17.65
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:53.689,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-11.33,-0.75,-0.55,0.18,-0.13,-0.01,-0.86,-0.01,27.91,-,996.33,-820.93,-,87,43.53,-101.99,2082.25,0.96,1.28,0.02,0.25,224,-0.78,-,10,3.12,212.3,45.8,-,15.89,-4,-,-,8.81,1539.89,-,-,12.58,7.95,35.53,-,985,793.59,191.98,89,-,-,-,-,331.7,-,-,-,22.75
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:55.778,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.56,-0.34,0.07,-0.01,0.12,-0.03,-1.12,-0.15,28.02,-,996.55,-820.96,-,87,25.49,-101.99,2022.5,0.96,1.07,0.02,0.25,224,-1.56,-,10,-5.47,212.3,44.8,-,13.34,-4,-,-,8.86,1539.94,-,-,12.58,7.95,35.53,-,987,795.64,191.98,88,-,-,-,-,331.13,-,-,-,23.14
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:57.843,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.82,0.58,-0.18,-0.08,0.01,-0.04,-1,-0.22,28.12,-,996.53,-821.02,-,87,48.63,-102,2098,0.97,1.62,0.03,0.25,224,-1.56,-,10,2.34,212.3,43.8,-,20.15,-4,-,-,8.91,1539.99,-,-,12.58,7.95,35.53,-,989,797.7,191.98,87,-,-,-,-,330.8,-,-,-,23.53
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:48:59.952,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-9.63,0.35,-0.62,0,-0.16,-0.02,-0.84,-0.01,28.23,-,996.43,-821.06,-,87,36.47,-102,2018.5,0.97,1.25,0.02,0.25,224,0,-,10,-0.78,212.3,42.8,-,15.55,-4,-,-,8.96,1540.04,-,-,12.58,7.95,35.53,-,991,799.81,191.98,86,-,-,-,-,330.31,-,-,-,23.53
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:49:01.939,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-10.23,0.04,-0.76,0.06,0.01,-0.08,-0.98,-0.29,28.33,-,996.5,-821.12,-,88,50.98,-102.01,2017.75,0.97,1.6,0.03,0.25,224,1.56,-,10,-3.91,212.3,42.8,-,19.93,-4,-,-,9.01,1540.09,-,-,12.58,7.95,35.53,-,993,801.83,191.98,86,-,-,-,-,329.99,-,-,-,23.92
Mon Mar 03 11:48:00 EST 2014,03-Mar-2014 11:49:03.932,-79.99969874,40.42872575,12.0,10.0,224.0,212.3,-8.49,-1.04,-0.11,-0.11,-0.13,-0.11,-0.87,-0.11,28.43,-,996.68,-821.16,-,88,40.39,-102.02,1871.75,0.98,1.53,0.03,0.26,224,0.78,-,10,-4.69,212.3,43.8,-,18.99,-4,-,-,9.06,1540.14,4.64,6.22,12.58,7.95,35.53,23.65,995,803.83,191.98,87,-,-,-,-,329.64,-,-,-,19.22
