Timestamp,BR,RtoR
01/11/2013 11:26:29.332,0,-0.332
01/11/2013 11:26:29.388,0,-0.332
01/11/2013 11:26:29.444,0,0.556
01/11/2013 11:26:29.500,0,0.556
01/11/2013 11:26:29.556,0,0.556
01/11/2013 11:26:29.612,0,0.556
01/11/2013 11:26:29.668,0,-0.152
01/11/2013 11:26:29.724,0,-0.152
01/11/2013 11:26:29.780,0,-0.152
01/11/2013 11:26:29.836,0,-0.152
01/11/2013 11:26:29.892,0,-0.152
01/11/2013 11:26:29.948,0,0.272
01/11/2013 11:26:30.004,0,0.272
01/11/2013 11:26:30.060,0,0.272
01/11/2013 11:26:30.116,0,0.272
01/11/2013 11:26:30.172,0,-0.356
01/11/2013 11:26:30.228,0,-0.356
01/11/2013 11:26:30.284,0,-0.356
01/11/2013 11:26:30.340,0,-0.356
01/11/2013 11:26:30.396,0,-0.356
01/11/2013 11:26:30.452,0,0.02
01/11/2013 11:26:30.508,0,0.02
